file_name,file_path,cloc
AuthRepositoryImpl.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\impl\AuthRepositoryImpl.kt,0
CommodityRepositoryImpl.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\impl\CommodityRepositoryImpl.kt,0
DataStoreRepositoryImpl.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\impl\DataStoreRepositoryImpl.kt,0
FarmerLandRepositoryImpl.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\impl\FarmerLandRepositoryImpl.kt,0
HarvestRepositoryImpl.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\impl\HarvestRepositoryImpl.kt,0
LandActivityRepositoryImpl.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\impl\LandActivityRepositoryImpl.kt,0
NewsRepositoryImpl.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\impl\NewsRepositoryImpl.kt,0
PlantDiseaseRepositoryImpl.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\impl\PlantDiseaseRepositoryImpl.kt,0
PlantingRepositoryImpl.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\impl\PlantingRepositoryImpl.kt,0
RegionRepositoryImpl.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\impl\RegionRepositoryImpl.kt,0
LocalDataStore.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\local\LocalDataStore.kt,0
AuthRemoteDataSource.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\AuthRemoteDataSource.kt,0
CheckOTPBody.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\body\CheckOTPBody.kt,0
CreateFarmerLandBody.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\body\CreateFarmerLandBody.kt,0
CreatePlantingBody.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\body\CreatePlantingBody.kt,0
ForgotPasswordBody.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\body\ForgotPasswordBody.kt,0
HarvestBody.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\body\HarvestBody.kt,0
LandActivityBody.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\body\LandActivityBody.kt,0
ResetPasswordBody.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\body\ResetPasswordBody.kt,0
SignInBody.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\body\SignInBody.kt,0
SignUpBody.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\body\SignUpBody.kt,0
CommodityRemoteDataSource.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\CommodityRemoteDataSource.kt,0
DiseaseDetectionRemoteDataSource.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\DiseaseDetectionRemoteDataSource.kt,0
FarmerLandRemoteDataSource.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\FarmerLandRemoteDataSource.kt,0
HarvestRemoteDataSource.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\HarvestRemoteDataSource.kt,0
LandActivityRemoteDataSource.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\LandActivityRemoteDataSource.kt,0
ApiResponse.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\network\ApiResponse.kt,0
AuthService.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\network\AuthService.kt,0
CommodityService.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\network\CommodityService.kt,0
FarmerLandService.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\network\FarmerLandService.kt,0
HarvestService.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\network\HarvestService.kt,0
LandActivityService.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\network\LandActivityService.kt,0
PlantDiseaseDetectionService.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\network\PlantDiseaseDetectionService.kt,0
PlantingService.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\network\PlantingService.kt,0
RegionService.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\network\RegionService.kt,0
NewsRemoteDataSource.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\NewsRemoteDataSource.kt,0
PlantingRemoteDataSource.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\PlantingRemoteDataSource.kt,0
RegionRemoteDataSource.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\RegionRemoteDataSource.kt,0
AuthMeResponse.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\response\auth\AuthMeResponse.kt,0
CheckOTPResponse.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\response\auth\CheckOTPResponse.kt,0
RefreshTokenResponse.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\response\auth\RefreshTokenResponse.kt,0
SignInResponse.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\response\auth\SignInResponse.kt,0
SignUpResponse.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\response\auth\SignUpResponse.kt,0
CommodityDataResponse.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\response\commodity\CommodityDataResponse.kt,0
DiseaseDetectionResponse.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\response\diseasedetection\DiseaseDetectionResponse.kt,0
ResponseDiseaseDetectionAPI.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\response\diseasedetection\ResponseDiseaseDetectionAPI.kt,0
FarmerLandListItemResponse.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\response\farmerland\FarmerLandListItemResponse.kt,0
FarmerLandResponse.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\response\farmerland\FarmerLandResponse.kt,0
RemainingLandAreaResponse.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\response\farmerland\RemainingLandAreaResponse.kt,0
HarvestReponse.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\response\harvest\HarvestReponse.kt,0
NewsItemResponse.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\response\news\NewsItemResponse.kt,0
PlantingDataResponse.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\response\planting\PlantingDataResponse.kt,0
PlantingListDataResponse.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\response\planting\PlantingListDataResponse.kt,0
RegionResponse.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\response\region\RegionResponse.kt,0
Response.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\response\Response.kt,0
ResponseMessage.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\data\source\remote\response\ResponseMessage.kt,0
FirebaseModule.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\di\FirebaseModule.kt,0
LocalModule.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\di\LocalModule.kt,0
NetworkModule.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\di\NetworkModule.kt,0
RepositoryModule.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\di\RepositoryModule.kt,0
AuthMeModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\AuthMeModel.kt,0
CheckOTPModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\CheckOTPModel.kt,0
CommodityModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\CommodityModel.kt,0
CreateFarmerLandModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\CreateFarmerLandModel.kt,0
CroppingPatternModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\CroppingPatternModel.kt,0
FarmerLandListItemModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\FarmerLandListItemModel.kt,0
FarmerLandModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\FarmerLandModel.kt,0
ForgotPasswordModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\ForgotPasswordModel.kt,0
HarvestModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\HarvestModel.kt,0
LogoutModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\LogoutModel.kt,0
NewsModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\NewsModel.kt,0
PlantDiseaseDetectionModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\PlantDiseaseDetectionModel.kt,0
PlantDiseasePredictionModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\PlantDiseasePredictionModel.kt,0
PlantingListItemModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\PlantingListItemModel.kt,0
PlantingModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\PlantingModel.kt,0
PlantNutritionModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\PlantNutritionModel.kt,0
RegionModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\RegionModel.kt,0
RemainingLandAreaModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\RemainingLandAreaModel.kt,0
ResetPasswordModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\ResetPasswordModel.kt,0
SignInModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\SignInModel.kt,0
SignUpModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\SignUpModel.kt,0
UploadImageModel.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\model\UploadImageModel.kt,0
AuthRepository.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\repository\AuthRepository.kt,0
CommodityRepository.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\repository\CommodityRepository.kt,0
DataStoreRepository.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\repository\DataStoreRepository.kt,0
FarmerLandRepository.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\repository\FarmerLandRepository.kt,0
HarvestRepository.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\repository\HarvestRepository.kt,0
LandActivityRepository.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\repository\LandActivityRepository.kt,0
NewsRepository.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\repository\NewsRepository.kt,0
PlantDiseaseRepository.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\repository\PlantDiseaseRepository.kt,0
PlantingRepository.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\repository\PlantingRepository.kt,0
RegionRepository.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\repository\RegionRepository.kt,0
AuthInteractor.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\usecase\AuthInteractor.kt,0
AuthUseCase.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\usecase\AuthUseCase.kt,0
CommodityInteractor.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\usecase\CommodityInteractor.kt,0
CommodityUseCase.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\usecase\CommodityUseCase.kt,0
DataStoreInteractor.kt,C:\Users\dewat\Desktop\Project Skripsi Agrimate\agrimate-android\core\src\main\java\com\codelabs\core\domain\usecase\DataStoreInteractor.kt,0
