id_sinta,id_article,title,url,tahun,quartile_jurnal,nama_jurnal,author_order,creator/leader,jumlah_cited,source_view,penerbit/publisher,authors,pendanaan,status,pendanaan_dari,nomor_permohonan,hak,category,kota,isbn,institusi,doi
257962,,COMPUTATIONAL BIBLIOMETRIC ANALYSIS OF EVOLUTIONARY GAME THEORY (EGT) RESEARCH USING VOSVIEWER,,2024,,,,Eddy Suryanto Soegoto,,researches,PENELITIAN SEMINAR & PUBLIKASI ILMIAH ( PPI )," 
                                                    -",Rp. 2.500.000,Approved,INTERNAL SOURCE,,,,,,,
257962,,SISTEM TANAM PANEN (SITAMPAN) TERINTREGRASI BERBASIS SISTEM INFORMASI GEOSPASIAL (SIG),,2023,,,,Eddy Suryanto S,,researches,Penelitian Kompetitif Nasional ( PT ),Sri Supatmi;Lia Warlina;,Rp. 123.130.000,Approved,BIMA SOURCE,,,,,,,
257962,,SISTEM TANAM PANEN (SITAMPAN) TERINTREGRASI BERBASIS SISTEM INFORMASI GEOSPASIAL (SIG),,2022,,,,Eddy Suryanto S,,researches,Penelitian Kompetitif Nasional ( PT ),Sri Supatmi;Lia Warlina;,Rp. 93.384.000,Approved,BIMA SOURCE,,,,,,,
257962,,SISTEM TANAM PANEN (SITAMPAN) TERINTREGRASI BERBASIS SISTEM INFORMASI GEOSPASIAL (SIG),,2021,,,,Eddy Suryanto S,,researches,Penelitian Kompetitif Nasional ( PT ),Lia Warlina;Sri Supatmi;,Rp. 106.740.000,Approved,BIMA SOURCE,,,,,,,
257962,,"MICRO, SMALL, AND MEDIUM ENTERPRISES ON ONLINE MEDIA",,2020,,,,Eddy Suryanto Soegoto,,researches,PENELITIAN SEMINAR & PUBLIKASI ILMIAH ( SI )," 
                                                    -",Rp. 2.500.000,Approved,INTERNAL SOURCE,,,,,,,
257962,,PEMBUATAN DESAIN IDENTITAS MESJID ARAFAH APTISI IV WILAYAH JAWA BARAT,,2024,,,,Eddy Suryanto Soegoto,,services,PROGRAM PENGABDIAN DAN PEMBERDAYAAN MASYARAKAT INTERNAL PT ( PKM )," 
                                                    -",Rp. 5.000.000,Approved,INTERNAL SOURCE,,,,,,,
257962,,PEMBANGUNAN RUANG KELAS MADRASAH IBTIDAIYAH TAHFIDZUL QURAN AS SUNNAH MOTOBOI KECIL,,2023,,,,Eddy Suryanto Soegoto,,services,PROGRAM PENGABDIAN DAN PEMBERDAYAAN MASYARAKAT INTERNAL PT ( PKM )," 
                                                    -",Rp. 20.000.000,Approved,INTERNAL SOURCE,,,,,,,
257962,,PELATIHAN MANAJEMEN BERBASIS DIGITAL SEBAGAI PENINGKATAN DAYASAING PADA UMKM PENGEPUL MANGGA DI KABUPATEN MAJALENGKA,,2023,,,,Eddy Suryanto Soegoto,,services,PROGRAM PENGABDIAN DAN PEMBERDAYAAN MASYARAKAT INTERNAL PT ( PKM )," 
                                                    -",Rp. 1.149.000,Approved,INTERNAL SOURCE,,,,,,,
257962,,RENOVASI MASJID MIFTAHUL JANNAH,,2023,,,,Eddy Suryanto Soegoto,,services,PROGRAM PENGABDIAN DAN PEMBERDAYAAN MASYARAKAT INTERNAL PT ( PKM )," 
                                                    -",Rp. 5.000.000,Approved,INTERNAL SOURCE,,,,,,,
257962,,PENDAMPINGAN PEMBANGUNAN POS SERBAGUNA RT. 03/ RW. 01 KELURAHAN LEBAK GEDE KECAMATAN COBLONG KOTA BANDUNG,,2022,,,,Eddy Suryanto Soegoto,,services,PROGRAM PENGABDIAN DAN PEMBERDAYAAN MASYARAKAT INTERNAL PT ( PKM ),Herman Surdiatno Soegoto;Yayah Sutisnawati;,Rp. 5.000.000,Approved,INTERNAL SOURCE,,,,,,,
257962,,PEMENUHAN KEBUTUHAN HARIAN UNTUK PASIEN ODGJ/ODMK TERLANTAR,,2022,,,,Herman Surdiatno Soegoto,,services,PROGRAM PENGABDIAN DAN PEMBERDAYAAN MASYARAKAT INTERNAL PT ( PKM ),Eddy Suryanto Soegoto;Yudistira Soegoto;,Rp. 5.000.000,Approved,INTERNAL SOURCE,,,,,,,
257962,,PENDAMPINGAN PEMBANGUNAN MASJID RAUDHATUL ‘IRFAN SARIWANGI INDAH DESA SARIWANGI PAROMPONG KABUPATEN BANDUNG BARAT,,2022,,,,Eddy Suryanto Soegoto,,services,PROGRAM PENGABDIAN DAN PEMBERDAYAAN MASYARAKAT INTERNAL PT ( PKM ),Bobi Kurniawan Soegoto;Mari Maryati;,Rp. 5.000.000,Approved,INTERNAL SOURCE,,,,,,,
257962,,PENDAMPINGAN RENOVASI DESAIN GEDUNG SERBAGUNA KELURAHAN LEBAKGEDE,,2021,,,,Herman Surdiatno Soegoto,,services,PENGABDIAN DAN PEMBERDAYAAN MASYARAKAT INTERNAL PT ( PKM ),Eddy Suryanto Soegoto;Dedi Sulistyo Soegoto;,Rp. 10.000.000,Approved,INTERNAL SOURCE,,,,,,,
257962,,PENDAMPINGAN KEGIATAN PEMBINAAN KELUARGA NELAYAN PULAU PLORES DENGAN PIMPINAN WILAYAH IKATAN PEMUDA MUSLIM INDONESIA TIMUR PERWAKILAN PLORES (PW-IPMIT PLORES),,2021,,,,Eddy Suryanto Soegoto,,services,PROGRAM PENGABDIAN DAN PEMBERDAYAAN MASYARAKAT ( PKM )," 
                                                    -",Rp. 5.000.000,Approved,INTERNAL SOURCE,,,,,,,
257962,,PENDAMPINGAN KEGIATAN PEMBINAAN KELUARGA NELAYAN PULAU FLORES DENGAN PIMPINAN WILAYAH IKATAN PEMUDA MUSLIM INDONESIA TIMUR PERWAKILAN FLORES( PW-IPMIT FLORES),,2021,,,,Eddy Suryanto Soegoto,,services,PROGRAM PENGABDIAN DAN PEMBERDAYAAN MASYARAKAT INTERNAL PT ( PKM ),Herman Surdiatno Soegoto;Dedi Sulistyo Soegoto;,Rp. 5.000.000,Approved,INTERNAL SOURCE,,,,,,,
257962,,Pengaruh Ketidakpastian Lingkungan dan Karakterisktik Kewirausahaan terhadap kinerja Usaha Mikro Kecil dan Menengah (UMKM) Ayam Potong di Pasar Ujungberung Kota Bandung,,2020,,,,Lulu Nisa Awaliyah Sudrajat,,iprs,,"Prof. Dr. Ir. H. Eddy Soeryanto Soegoto, MT.",,Berlaku,,EC00202044876,Hak Cipta,,,,,
257962,,Tren Kepemimpinan Kewirausahaan Dan Manajemen Inovatif Di Era Bisnis Modern,,2019,,,,Dr. Ir. Eddy Soeryanto Soegoto,,iprs,,Dr. Ir. Eddy Soeryanto Soegoto,,Terdaftar,,EC00201941742,Hak Cipta,,,,,
257962,,Menciptakan Strategi Keunggulan Bersaing Perguruan Tinggi,,2019,,,,Dr. Ir. Eddy Soeryanto Soegoto,,iprs,,Dr. Ir. Eddy Soeryanto Soegoto,,Terdaftar,,EC00201941213,Hak Cipta,,,,,
257962,,Entrepeneurship Menjadi Pembisnis Ulung,,2019,,,,Dr. Ir. Eddy Soeryanto Soegoto,,iprs,,Dr. Ir. Eddy Soeryanto Soegoto,,Terdaftar,,EC00201932038,Hak Cipta,,,,,
257962,,Sistem Informasi Jobfair Unikom,,2019,,,,"Dr. Rahma Wahdiniwaty, Dra.,M.Si. Agus Mulyana, M.T., Berny Indrawan, S.T., Ghiffari Ahmad Nidharghilman R., Rais Naufal Hawari, Ilham Akbar Muhammadi, Aditiya Fadillah",,iprs,,"Dr. Rahma Wahdiniwaty, Dra. M.Si., Dr. Herman S. Soegoto, MBA. Assoc.Prof.Dr. Ir.H.Eddy Soeryanto Soegoto, M.T.",,Terdaftar,,EC00201934513,Hak Cipta,,,,,
257962,,Analisis Korelasi untuk Riset Ekonomi,,2019,,,,Dr. Ir. Eddy Soeryanto Soegoto,,iprs,,Dr. Ir. Eddy Soeryanto Soegoto,,Terdaftar,,EC00201941205,Hak Cipta,,,,,
257962,,Metode Riset Online,,2019,,,,Dr. Ir. Eddy Soeryanto Soegoto,,iprs,,Dr. Ir. Eddy Soeryanto Soegoto,,Terdaftar,,EC00201943422,Hak Cipta,,,,,
257962,,Membangun Sinergisitas Kinerja Pemasaran Perguruan Tinggi Swasta,,2019,,,,Dr. Ir. Eddy Soeryanto Soegoto,,iprs,,Dr. Ir. Eddy Soeryanto Soegoto,,Terdaftar,,EC00201943443,Hak Cipta,,,,,
257962,,Buku Pedoman Tracer Study Universitas Komputer Indonesia,,2019,,,,"Dr. Rahma Wahdiniwaty, Dra., M.Si., Andri Heryandi, M.T., Assoc. Prof. Dr. Ir. H. Eddy Soeryanto Soegoto, M.T. 4 Dr. Ir. Herman S Soegoto, MBA",,iprs,,"Dr. Rahma Wahdiniwaty, Dra., M.Si., Andri Heryandi, M.T., Assoc. Prof. Dr. Ir. H. Eddy Soeryanto Soegoto, M.T. 4 Dr. Ir. Herman S Soegoto, MBA",,Terdaftar,,EC00201945994,Hak Cipta,,,,,
257962,,Marketing Research The Smart Way To Solve A Problem,,2019,,,,Dr. Ir. Eddy Soeryanto Soegoto,,iprs,,Dr. Ir. Eddy Soeryanto Soegoto,,Terdaftar,,EC00201943468,Hak Cipta,,,,,
257962,,"Covid 19 From Health, Education, Economic to Science and Technology in South East Asia and India",,2021,,,,,,books,Nova Science Publishers,Eddy Soeryanto Soegoto and Senny Luckyardi,,,,,,BUKU REFERENSI,New York,9781536189032,,
257962,,TREN KEPEMIMPINAN Kewirausahaan dan Manajemen Inovatif di Era Bisnis Modern,,2017,,,,,,books,C.V ANDI OFFSET (Penerbit Andi),"Dr. Ir. Eddy Soeryanto Soegoto, M.Sc.",,,,,,0,Yogyakarta,9789792962666,,
257962,,"MANAJEMEN PEMASARAN Panduan bagi manajer, pimpinan perusahaan/organisasi serta mahasiswa atau peneliti",,2016,,,,,,books,Sinergi Mandiri,"Dr. Ir. Eddy Soeryanto SoegotoProf. Dr. Dwi Kartini YahyaDr. Jumadi, SE., MM",,,,,,BUKU REFERENSI,Bandung,9786027428744,,
257962,,"METODE RISET BISNIS 
Panduan bagi manajer, pimpinan perusahaan/organisasi serta mahasiswa atau peneliti",,2016,,,,,,books,Sinergi Mandiri,"Dr. Ir. Eddy Soeryanto Soegoto,",,,,,,0,Bandung,9786027428713,,
257962,,"Entreprenuership Menjadi Pembisnis Ulung
Panduan Bagi Pengusaha, Calon Pengusaha, Mahasiswa, dan Kalangan Dunia Usaha",,2014,,,,,,books,PT Elex Media Komputindo,Dr. Ir. Eddy Soeryanto Soegoto,,,,,,0,Jakarta,9786020247588,,
257962,,APLIKASI ALAT MANAJEMEN PEMASARAN DALAM PROSES PENGEMBANGAN PRODUK,,2013,,,,,,books,C.V ANDI OFFSET (Penerbit Andi),"Dr. Ir. Eddy Soeryanto Soegoto
Prof. Dr. Dwi Kartini Yahya, S.E., Spec.Lic
Ir. Yogi Suherman, S.E., M.M.",,,,,,0,Yogyakarta,9789792938449,,
257962,,Langkah Praktis Menggunakan Riset untuk Pengambilan Keputusan dalam Bisnis,,2012,,,,,,books,C.V ANDI OFFSET (Penerbit Andi),Dr. Ir. Eddy Soeryanto Soegoto,,,,,,0,Yogyakarta,9789792938425,,
257962,,Metode Riset Online,,2012,,,,,,books,C.V ANDI OFFSET (Penerbit Andi),"Dr. Ir. Eddy Soeryanto Soegoto, M.Sc.",,,,,,0,Yogyakarta,9789792938418,,
257962,,Analisis Korelasi untuk Riset Ekonomi,,2010,,,,,,books,C.V ANDI OFFSET (Penerbit Andi),"Dr. Ir. Eddy Soeryanto Soegoto, M.Sc.
Prof. Dr. Umi Narimawati, Dra.,Se.,M.Si",,,,,,0,Yogyakarta,97897929355509,,
257962,,Menciptakan Strategi Keunggulan Bersaing Perguruan Tinggi,,2008,,,,,,books,GRAHA ILMU,"Dr. Ir. Eddy Soeryanto Soegoto, M.Sc.",,,,,,0,Yogyakarta,9789797562984,,
257962,,Blockchain Technology as a Security Media for E-Commerce Transaction Process,https://garuda.kemdiktisaintek.go.id/journal/view/23288,2024,Accred : Sinta 5,International Journal of Research and Applied Technology (INJURATECH) Vol. 4 No. 1 (2024): International Journal of Research and Applied Technology (INJURATECH)68-74,1 of 4,,,garuda,,"Soegoto, Eddy Soeryanto; Elfiyah, E; Adilah, N; Kamil, N H",,,,,,,,,Universitas Komputer Indonesia,DOI: 10.34010/injuratech.v4i1.13839
257962,,Tree Algorithm Model on Size Classification Data Mining,https://garuda.kemdiktisaintek.go.id/journal/view/10256,2023,Accred : Sinta 2,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 7 No 4 (2023): August 2023895 - 903,2 of 4,,,garuda,,Agis Abhi Rafdhi; Eddy Soeryanto Soegoto; Senny Luckyardi; Chepi Nur Albar,,,,,,,,,Ikatan Ahli Informatika Indonesia (IAII),DOI: 10.29207/resti.v7i4.4572
257962,,LITERACY AND RISK MANAGEMENT ON A PERSON'S LEADERSHIP SKILL IN ENTREPRENEURSHIP,https://garuda.kemdiktisaintek.go.id/journal/view/5913,2023,Accred : Sinta 2,TRIKONOMIKA Vol 22 No 2 (2023): December Edition52-58,1 of 5,,,garuda,,"Soegoto, Eddy Soeryanto; Luckyardi, Senny; Albar, Chepi Nur; Saputra, Herry; Hayati, Euis Neni",,,,,,,,,"Faculty of Economics and Business, University of Pasundan",DOI: 10.23969/trikonomika.v22i2.10161
257962,,A Bibliometric Analysis of Management Bioenergy Research Using Vosviewer Application,https://garuda.kemdiktisaintek.go.id/journal/view/8409,2022,Accred : Unknown,"Indonesian Journal of Science and Technology Vol 7, No 1 (2022): IJOST: VOLUME 7, ISSUE 1, April 202289-104",2 of 4,,,garuda,,Herman Soegoto; Eddy Soeryanto Soegoto; Senny Luckyardi; Agis Abdi Rafdhi,,,,,,,,,Universitas Pendidikan Indonesia,DOI: 10.17509/ijost.v7i1.43328
257962,,Design of a Customizable Preview Feature on Clothing Website,https://garuda.kemdiktisaintek.go.id/journal/view/23288,2022,Accred : Sinta 5,International Journal of Research and Applied Technology (INJURATECH) Vol 2 No 1 (2022): International Journal of Research and Applied Technology (INJURATECH)44-53,1 of 4,,,garuda,,Eddy Soeryanto Soegoto; Muhammad Ananta Hafidz; Rania Febiananda; Daniel Maruli,,,,,,,,,Universitas Komputer Indonesia,DOI: 10.34010/injuratech.v2i1.6614
257962,,ZionimeArt App: Designing Mobile Application as A Medium For Selling Anime T-shirts,https://garuda.kemdiktisaintek.go.id/journal/view/23288,2022,Accred : Sinta 5,International Journal of Research and Applied Technology (INJURATECH) Vol 2 No 1 (2022): International Journal of Research and Applied Technology (INJURATECH)61-70,1 of 4,,,garuda,,Eddy Soeryanto Soegoto; Novia Aenu Rizqi; Iluh Sri Purwani; Zanjabil Zulkarnain,,,,,,,,,Universitas Komputer Indonesia,DOI: 10.34010/injuratech.v2i1.6620
257962,,The Effect of Using Applications to Facilitate Medicine Purchase Amid the Covid-19 Pandemic,https://garuda.kemdiktisaintek.go.id/journal/view/23288,2022,Accred : Sinta 5,International Journal of Research and Applied Technology (INJURATECH) Vol 2 No 1 (2022): International Journal of Research and Applied Technology (INJURATECH)71-81,1 of 4,,,garuda,,Eddy Soeryanto Soegoto; Nadia Tahiyyah Alifia; Tiara Salsabila; Cindy Nuke Mardika,,,,,,,,,Universitas Komputer Indonesia,DOI: 10.34010/injuratech.v2i1.6621
257962,,Digitalization Through Creative Writing on social media,https://garuda.kemdiktisaintek.go.id/journal/view/23288,2022,Accred : Sinta 5,International Journal of Research and Applied Technology (INJURATECH) Vol 2 No 1 (2022): International Journal of Research and Applied Technology (INJURATECH)142-150,1 of 4,,,garuda,,Eddy Soeryanto Soegoto; M Mulyanto; Sri Yuliawati; Adhea Vinora Putri,,,,,,,,,Universitas Komputer Indonesia,DOI: 10.34010/injuratech.v2i1.6783
257962,,PENGARUH RISIKO PADA E-COMMERCE,https://garuda.kemdiktisaintek.go.id/journal/view/12975,2022,Accred : Sinta 3,Jurnal Ilmiah Bisnis dan Ekonomi Asia Vol 16 No 1 (2022): Jurnal Ilimiah Bisnis dan Ekonomi Asia27-35,1 of 2,,,garuda,,Eddy Soeryanto Soegoto; Muhammad Habibi Putera,,,,,,,,,LP2M Institut Teknologi dan Bisnis Asia Malang,DOI: 10.32815/jibeka.v16i1.215
257962,,PENDAMPINGAN RENOVASI DESAIN GEDUNG SERBAGUNA KELURAHAN LEBAKGEDE,https://garuda.kemdiktisaintek.go.id/journal/view/19808,2022,Accred : Sinta 5,Indonesian Community Service and Empowerment Journal (IComSE) Vol 3 No 2 (2022): Indonesian Community Service and Empowerment Journal (IComSE)242-249,3 of 7,,,garuda,,Tri Widianti Natalia; Herman Soegoto; Eddy Soeryanto Soegoto; Dedi Sulistiyo Soegoto; Lia Warlina; Nurintang Nurintang; Firmansyah Firmansyah,,,,,,,,,Divisi Pengabdian dan Pemberdayaan Masyarakat (DP2M) UNIKOM,DOI: 10.34010/icomse.v3i2.6493
257962,,Economic growth and its influence on environment sustainability: A bibliometric analysis using VOSviewer application,https://scholar.google.com/scholar?q=+intitle:'Economic growth and its influence on environment sustainability: A bibliometric analysis using VOSviewer application',2023,,,,,7.0,google_scholar,"Journal of Eastern European and Central Asian Research 10 (1), 2023","A Abhi Rafdhi, E Soeryanto Soegoto, E Neni Hayati, H Saputra, ...",,,,,,,,,,
257962,,Modeling islamic marketing research using VOSviewer application: A bibliometric analysis,https://scholar.google.com/scholar?q=+intitle:'Modeling islamic marketing research using VOSviewer application: A bibliometric analysis',2023,,,,,9.0,google_scholar,"Journal of Eastern European and Central Asian Research 10 (1), 2023","R Jumansyah, N Puspa Dewi, E Soeryanto Soegoto, S Luckyardi, ...",,,,,,,,,,
257962,,LITERACY AND RISK MANAGEMENT ON A PERSON'S LEADERSHIP SKILL IN ENTREPRENEURSHIP,https://scholar.google.com/scholar?q=+intitle:'LITERACY AND RISK MANAGEMENT ON A PERSON'S LEADERSHIP SKILL IN ENTREPRENEURSHIP',2023,,,,,0.0,google_scholar,"Trikonomika 22 (2), 52-58, 2023","ES Soegoto, S Luckyardi, CN Albar, H Saputra, EN Hayati",,,,,,,,,,
257962,,"Regional competitive advantage of agriculture as the leading sector in Garut Regency, West Java province, Indonesia","https://scholar.google.com/scholar?q=+intitle:'Regional competitive advantage of agriculture as the leading sector in Garut Regency, West Java province, Indonesia'",2023,,,,,11.0,google_scholar,"Journal of Eastern European and Central Asian Research 10 (1), 2023","L Warlina, E Soeryanto Soegoto, S Supatmi, D Oktafiani, R Jatnika",,,,,,,,,,
257962,,Design of enterprise information system using TOGAF framework for public service agency,https://scholar.google.com/scholar?q=+intitle:'Design of enterprise information system using TOGAF framework for public service agency',2022,,,,,4.0,google_scholar,"Journal of Engineering Science and Technology 17 (4), 2022","H Saputra, I Gustiana, E Soeryanto Soegoto",,,,,,,,,,
257962,,Computational analysis of waste management and entrepreneur using VosViewer application,https://scholar.google.com/scholar?q=+intitle:'Computational analysis of waste management and entrepreneur using VosViewer application',2022,,,,,1.0,google_scholar,"Moroccan Journal of Chemistry 10 (3), 2022","E Soeryanto Soegoto, S Luckyardi, A Abhi Rafdhi, D Oktafiani",,,,,,,,,,
257962,,Marketing strategy for local superior commodities and regional economic contributions of Indonesia,https://scholar.google.com/scholar?q=+intitle:'Marketing strategy for local superior commodities and regional economic contributions of Indonesia',2022,,,,,36.0,google_scholar,"Journal of Eastern European and Central Asian Research 9 (1), 2022","S Luckyardi, E Soeryanto Soegoto, S Supatmi, L Warlina, F Hassan",,,,,,,,,,
257962,,"Agricultural entrepreneurial strategy during the covid-19 pandemic: Case study of Garut, Indonesia","https://scholar.google.com/scholar?q=+intitle:'Agricultural entrepreneurial strategy during the covid-19 pandemic: Case study of Garut, Indonesia'",2022,,,,,21.0,google_scholar,"Journal of Eastern European and Central Asian Research 9 (1), 2022","E Soeryanto Soegoto, S Luckyardi, L Warlina, S Supatmi",,,,,,,,,,
257962,,Pengaruh Risiko Pada E-Commerce,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Risiko Pada E-Commerce',2022,,,,,6.0,google_scholar,"Jurnal Ilmiah Bisnis Dan Ekonomi Asia 16 (1), 2022","E Soeryanto Soegoto, M Habibi Putera",,,,,,,,,,
257962,,PERANCANGAN VIDEO PROMOSI PRODUK PUSAT PENELITIAN TEH DAN KINA (PPTK) GAMBUNG,https://scholar.google.com/scholar?q=+intitle:'PERANCANGAN VIDEO PROMOSI PRODUK PUSAT PENELITIAN TEH DAN KINA (PPTK) GAMBUNG',2022,,,,,1.0,google_scholar,"Indonesian Community Service and Empowerment Journal (IComSE) 3 (2), 274-279, 2022","AB Hardoyo, D Albar, MS Haq, ES Soegoto, L Warlina, I Tarmawan, ...",,,,,,,,,,
